canonical_pal_title;original_title;region_status;platform_status;duplicate_of;source_blocks;released;cover_art_url;genre;graphics_pal;music_pal;gameplay_pal;total_pal;notes_pal_ntsc_j;name_variants;score_reasoning;description_es;review_status;;
Cannon Fodder;Cannon Fodder;;snes;;;1994-06-24;;Strategy - Tactical;8;8;8;8;Ediciones PAL distribuidas por Virgin a 50 Hz. Mantiene estrategia táctica, humor y ambientacií¬¬n de guerra.;Cannon Fodder;Grí¬¬ficos: vista isomí¬¬trica clara, soldados reconocibles y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: estrategia táctica, humor y ambientacií¬¬n; control preciso. Motivo global: estrategia táctica competente y entretenida.;Cannon Fodder es un juego de estrategia táctica de Sensible Software. Los jugadores dirigen soldados, combaten enemigos y superan misiones con humor y ambientacií¬¬n de guerra.;;
Blackthorne;Blackthorne;;snes;;;1995-03-30;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Interplay a 50 Hz. Mantiene plataformas, armas y ambientacií¬¬n de fantasí¬¬a.;Blackthorne;Grí¬¬ficos: sprites detallados, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, armas y ambientacií¬¬n; control preciso. Motivo global: plataformas de acción competente y entretenido.;Blackthorne es un plataformas de acción de Blizzard. El protagonista usa armas, combate enemigos y supera niveles con ambientacií¬¬n de fantasí¬¬a oscura.;;
Incantation;Incantation;;snes;;;1996-06-28;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Titus a 50 Hz. Mantiene plataformas, magia y ambientacií¬¬n de fantasí¬¬a.;Incantation;Grí¬¬ficos: sprites detallados, fondos oscuros y efectos de magia. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, magia y ambientacií¬¬n; control preciso. Motivo global: plataformas de acción competente y entretenido.;Incantation es un plataformas de acción de Titus. El protagonista usa magia, combate enemigos y supera niveles con ambientacií¬¬n de fantasí¬¬a oscura.;;
Spawn;Spawn;;snes;;;1995-06-24;;Action - Beat-'Em-Up - 2D;7;7;7;7;Ediciones PAL distribuidas por Acclaim a 50 Hz. Mantiene accií¬¬n lateral, armas y ambientacií¬¬n del cómic.;Spawn;Grí¬¬ficos: sprites detallados, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: accií¬¬n lateral, armas y ambientacií¬¬n; control preciso. Motivo global: beat em up competente para seguidores del cómic.;Spawn es un beat em up de Acclaim. El protagonista usa armas, combate enemigos y supera niveles con ambientacií¬¬n del cómic.;;
Frank Thomas Big Hurt Baseball;Frank Thomas Big Hurt Baseball;;snes;;;1996-06-28;;Sports - Team - Baseball - Sim;8;8;8;8;Ediciones PAL distribuidas por Acclaim a 50 Hz. Mantiene bí¬¬isbol, simulacií¬¬n y licencia de Frank Thomas.;Frank Thomas Big Hurt Baseball;Grí¬¬ficos: sprites detallados, campos claros y efectos de partido. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: bí¬¬isbol, simulacií¬¬n y licencia; control preciso. Motivo global: bí¬¬isbol competente y entretenido.;Frank Thomas Big Hurt Baseball es un juego de bí¬¬isbol de Acclaim. Los jugadores compiten en partidos, usan estrategias y disfrutan de la licencia del jugador Frank Thomas.;;
Time Trax;Time Trax;;snes;;;1994-06-24;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Ultra Games a 50 Hz. Mantiene plataformas, viajes temporales y ambientacií¬¬n de ciencia ficcií¬¬n.;Time Trax;Grí¬¬ficos: sprites detallados, fondos futuristas y efectos de viaje temporal. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, viajes temporales y ambientacií¬¬n; control preciso. Motivo global: plataformas de acción competente y entretenido.;Time Trax es un plataformas de acción de Ultra Games. El protagonista viaja en el tiempo, combate enemigos y supera niveles con ambientacií¬¬n de ciencia ficcií¬¬n.;;
The Ren & Stimpy Show: Veediots!;The Ren & Stimpy Show: Veediots!;;snes;;;1993-11-25;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por THQ a 50 Hz. Mantiene plataformas, humor y ambientacií¬¬n de la serie.;The Ren & Stimpy Show: Veediots!;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, humor y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;The Ren & Stimpy Show: Veediots! es un plataformas de acción de THQ. Ren y Stimpy combaten enemigos, usan objetos y superan niveles con humor y ambientacií¬¬n de la serie.;;
The Ren & Stimpy Show: Buckeroo$;The Ren & Stimpy Show: Buckeroo$;;snes;;;1994-06-24;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por THQ a 50 Hz. Mantiene plataformas, humor y ambientacií¬¬n de la serie.;The Ren & Stimpy Show: Buckeroo$;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, humor y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;The Ren & Stimpy Show: Buckeroo$ es un plataformas de acción de THQ. Ren y Stimpy combaten enemigos, usan objetos y superan niveles con humor y ambientacií¬¬n de la serie.;;
The Adventures of Tintin: The Secret of the Unicorn;The Adventures of Tintin: The Secret of the Unicorn;;snes;;;1994-06-24;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Infogrames a 50 Hz. Mantiene plataformas, exploracií¬¬n y ambientacií¬¬n del cómic.;The Adventures of Tintin: The Secret of the Unicorn;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores del cómic.;The Adventures of Tintin: The Secret of the Unicorn es un plataformas de acción de Infogrames. Tintí¬¬n explora, combate enemigos y supera niveles con ambientacií¬¬n del cómic.;;
The Adventures of Tintin: Prisoners of the Sun;The Adventures of Tintin: Prisoners of the Sun;;snes;;;1995-06-24;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Infogrames a 50 Hz. Mantiene plataformas, exploracií¬¬n y ambientacií¬¬n del cómic.;The Adventures of Tintin: Prisoners of the Sun;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, exploracií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores del cómic.;The Adventures of Tintin: Prisoners of the Sun es un plataformas de acción de Infogrames. Tintí¬¬n explora, combate enemigos y supera niveles con ambientacií¬¬n del cómic.;;
Body Harvest;Body Harvest;;snes;;;1998-10-20;;Action - Shooter - Third-Person;0;0;0;0;Juego exclusivo de Nintendo 64, no de Super Nintendo. Se excluye del catí¬¬logo PAL de SNES.;Body Harvest;No se asigna puntuacií¬¬n PAL de SNES porque es un lanzamiento de N64.;No debe incluirse en el catí¬¬logo PAL definitivo de cartuchos SNES.;;;
Body Conquest;Body Conquest;;snes;;;1995-06-24;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Accolade a 50 Hz. Mantiene plataformas, accií¬¬n y ambientacií¬¬n de fantasí¬¬a.;Body Conquest;Grí¬¬ficos: sprites detallados, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, accií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas de acción competente y entretenido.;Body Conquest es un plataformas de acción de Accolade. La protagonista usa armas, combate enemigos y supera niveles con ambientacií¬¬n de fantasí¬¬a oscura.;;
Brain Dead 13;Brain Dead 13;;snes;;;1996-11-28;;Action Adventure - Interactive Movie;7;7;7;7;Ediciones PAL distribuidas por ReadySoft a 50 Hz. Mantiene secuencias cinematogrficas, puzles de tiempo y ambientacií¬¬n de terror.;Brain Dead 13;Grí¬¬ficos: animacií¬¬n digitalizada, escenas de terror y efectos de luz. Mí¬¬sica: acompaí¬¬amiento tenso. Jugabilidad: puzles de tiempo, decisiones rí¬¬pidas y secuencias interactivas; control algo impreciso. Motivo global: aventura cinematogrfica curiosa, menos pulida que los referentes.;Brain Dead 13 es una aventura interactiva de ReadySoft. Lance explora una mansií¬¬n, resuelve puzles de tiempo y evita trampas en secuencias cinematogrficas de terror.;;
Bram Stoker's Dracula;Bram Stoker's Dracula;;snes;;;1993-11-25;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Sony Imagesoft a 50 Hz. Mantiene plataformas, accií¬¬n y ambientacií¬¬n de la pelí¬¬cula.;Bram Stoker's Dracula;Grí¬¬ficos: sprites detallados, fondos oscuros y efectos de disparo. Mí¬¬sica: acompaí¬¬amiento adecuado. Jugabilidad: plataformas, accií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas de acción competente y entretenido.;Bram Stoker's Dracula es un plataformas de acción de Sony Imagesoft. El protagonista usa armas, combate enemigos y supera niveles con ambientacií¬¬n de la pelí¬¬cula.;;
Putty Squad;Putty Squad;;snes;;;1994-11-24;;Action - Platformer - 2D;9;9;8;9;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Psygnosis; conserva transformaciones, puzles y humor.;Putty Squad;Grí¬¬ficos: colorido, animacií¬¬n elí¬¬stica y escenarios muy creativos. Mí¬¬sica: acompaí¬¬amiento simpí¬¬tico y adecuado. Jugabilidad: transformaciones y puzles, aunque el control puede ser impreciso. Motivo global: plataformas original y vistoso, menos pulido que los grandes referentes.;Putty Squad es un plataformas protagonizado por una masa elí¬¬stica que puede adoptar distintas formas. Debe rescatar a sus amigos, resolver puzles y superar obstáculos mediante habilidades de transformacií¬¬n.;;
Worms;Worms;;snes;;;1996-11-28;;Strategy - Tactical;9;9;10;9;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Team17; conserva estrategia por turnos, armas y cooperativo.;Worms;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: estrategia por turnos, armas y cooperativo; control preciso. Motivo global: estrategia táctica muy divertida y adictiva.;Worms es un juego de estrategia táctica de Team17. Los jugadores dirigen equipos de gusanos, usan armas variadas y compiten en niveles destruidos con cooperativo.;
Super Bomberman 3;Super Bomberman 3;;snes;;;1996-11-28;;Action - Platformer - 2D;9;9;10;9;Ediciones PAL distribuidas por Hudson Soft a 50 Hz. Título europeo exclusivo; conserva bombas, power-ups y multijugador.;Super Bomberman 3;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: bombas, power-ups y multijugador; control preciso. Motivo global: acción multijugador muy divertida y adictiva.;Super Bomberman 3 es un juego de acción de Hudson Soft. Los jugadores colocan bombas, usan power-ups y compiten en niveles destruidos con cooperativo.;
Daze Before Christmas;Daze Before Christmas;;snes;;;1994-11-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Sunsoft a 50 Hz. Título europeo exclusivo de Funcom; conserva plataformas, armas y ambientacií¬¬n navideí¬¬a.;Daze Before Christmas;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, armas y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;Daze Before Christmas es un plataformas de acción de Funcom. Santa combate enemigos, usa armas y supera niveles con ambientacií¬¬n navideí¬¬a.;
Micro Machines 2: Turbo Tournament;Micro Machines 2: Turbo Tournament;;snes;;;1995-06-24;;Racing - Arcade - Automobile;9;9;10;9;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Codemasters; conserva vistas cenitales, circuitos y multijugador.;Micro Machines 2;Grí¬¬ficos: vistas cenitales claras, circuitos detallados y efectos de velocidad. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: vistas cenitales, circuitos y multijugador; control preciso. Motivo global: carreras arcade muy divertidas y adictivas.;Micro Machines 2: Turbo Tournament es un juego de carreras de Codemasters. Los jugadores compiten en circuitos cenitales, usan turbo y disfrutan de multijugador en pantallas divididas.;
Marko's Magic Football;Marko's Magic Football;;snes;;;1995-06-24;;Sports - Team - Soccer - Arcade;7;7;7;7;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Ocean; conserva fí¬¬tbol arcade, humor y ambientacií¬¬n.;Marko's Magic Football;Grí¬¬ficos: sprites coloridos, campos detallados y efectos de partido. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: fí¬¬tbol arcade, humor y ambientacií¬¬n; control preciso. Motivo global: fí¬¬tbol arcade original y entretenido.;Marko's Magic Football es un juego de fí¬¬tbol arcade de Ocean. Los jugadores compiten en partidos rí¬¬pidos, usan poderes y disfrutan de humor y ambientacií¬¬n fantí¬¬stica.;
Lucky Luke;Lucky Luke;;snes;;;1996-06-28;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Infogrames a 50 Hz. Título europeo exclusivo; conserva plataformas, disparos y ambientacií¬¬n del oeste.;Lucky Luke;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, disparos y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;Lucky Luke es un plataformas de acción de Infogrames. Lucky Luke dispara, combate enemigos y supera niveles con ambientacií¬¬n del oeste.;
Spirou;Spirou;;snes;;;1996-06-28;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Infogrames a 50 Hz. Título europeo exclusivo; conserva plataformas, accií¬¬n y ambientacií¬¬n del cómic.;Spirou;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, accií¬¬n y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;Spirou es un plataformas de acción de Infogrames. Spirou combate enemigos, usa objetos y supera niveles con ambientacií¬¬n del cómic.;
Jelly Boy;Jelly Boy;;snes;;;1995-06-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Probe; conserva plataformas, transformaciones y ambientacií¬¬n de fantasí¬¬a.;Jelly Boy;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, transformaciones y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;Jelly Boy es un plataformas de acción de Probe. Jelly Boy se transforma, combate enemigos y supera niveles con ambientacií¬¬n de fantasí¬¬a.;
Magic Boy;Magic Boy;;snes;;;1993-11-25;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Empire; conserva plataformas, magia y ambientacií¬¬n de fantasí¬¬a.;Magic Boy;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, magia y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;Magic Boy es un plataformas de acción de Empire. Magic Boy usa magia, combate enemigos y supera niveles con ambientacií¬¬n de fantasí¬¬a.;
Oscar;Oscar;;snes;;;1994-06-24;;Action - Platformer - 2D;8;8;8;8;Ediciones PAL distribuidas por Ocean a 50 Hz. Título europeo exclusivo de Flair; conserva plataformas, armas y ambientacií¬¬n de cine.;Oscar;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, armas y ambientacií¬¬n; control preciso. Motivo global: plataformas original y entretenido.;Oscar es un plataformas de acción de Flair. Oscar usa armas, combate enemigos y supera niveles con ambientacií¬¬n de cine.;
Brain Dead 13;Brain Dead 13;;snes;;;1996-11-28;;Action Adventure - Interactive Movie;7;7;7;7;Ediciones PAL distribuidas por ReadySoft a 50 Hz. Mantiene secuencias cinematogrficas, puzles de tiempo y ambientacií¬¬n de terror.;Brain Dead 13;Grí¬¬ficos: animacií¬¬n digitalizada, escenas de terror y efectos de luz. Mí¬¬sica: acompaí¬¬amiento tenso. Jugabilidad: puzles de tiempo, decisiones rí¬¬pidas y secuencias interactivas; control algo impreciso. Motivo global: aventura cinematogrfica curiosa, menos pulida que los referentes.;Brain Dead 13 es una aventura interactiva de ReadySoft. Lance explora una mansií¬¬n, resuelve puzles de tiempo y evita trampas en secuencias cinematogrficas de terror.;;
The Smurfs: Travel the World;The Smurfs: Travel the World;;snes;;;1996-06-28;;Action - Platformer - 2D;7;7;7;7;Ediciones PAL distribuidas por Infogrames a 50 Hz. Título europeo exclusivo; conserva plataformas, personajes y ambientacií¬¬n de la serie.;The Smurfs: Travel the World;Grí¬¬ficos: sprites coloridos, fondos detallados y animacií¬¬n fluida. Mí¬¬sica: acompaí¬¬amiento alegre y adecuado. Jugabilidad: plataformas, personajes y ambientacií¬¬n; control preciso. Motivo global: plataformas competente para seguidores de la serie.;The Smurfs: Travel the World es un plataformas de acción de Infogrames. Los Pitufos viajan por el mundo, combaten enemigos y superan niveles con ambientacií¬¬n de la serie.;
